sentence_idx,tokens,tags
79,"['Climbing', 'Gunung', 'Semeru', 'is', 'a', 'popular', 'activity', 'for', 'adventurous', 'hikers', 'seeking', 'stunning', 'views', 'from', 'its', 'summit', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
80,"['Ritacuba', 'Blanco', 'is', 'a', 'majestic', 'peak', 'located', 'in', 'the', 'Cordillera', 'Oriental', 'range', 'of', 'the', 'Colombian', 'Andes', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
81,"['Climbing', 'Ritacuba', 'Blanco', 'is', 'a', 'challenging', 'yet', 'rewarding', 'experience', 'for', 'mountaineers', 'and', 'outdoor', 'enthusiasts', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
82,"['Gongga', 'Shan', ',', 'also', 'known', 'as', 'Minya', 'Konka', ',', 'is', 'the', 'highest', 'mountain', 'in', 'Sichuan', 'Province', ',', 'China', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
83,"['Gongga', 'Shan', 'is', 'a', 'popular', 'destination', 'for', 'trekking', 'and', 'mountaineering', 'enthusiasts', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['Mount', 'Ararat', 'is', 'known', 'as', 'the', 'highest', 'peak', 'in', 'Turkey', ',', 'standing', 'at', 'over', '16', ',', '000', 'feet', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
85,"['Kongur', 'Tagh', ',', 'also', 'known', 'as', 'Kongur', 'Shan', ',', 'is', 'the', 'highest', 'peak', 'in', 'the', 'Kongur', 'range', 'of', 'the', 'Pamir', 'Mountains', ',', 'located', 'in', 'western', 'China', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
86,"['Climbers', 'and', 'hikers', 'from', 'around', 'the', 'world', 'are', 'drawn', 'to', 'Kongur', 'Tagh', 'for', 'its', 'stunning', 'beauty', 'and', 'challenging', 'terrain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
87,"['Mount', 'Blackburn', 'is', 'the', 'fifth', 'highest', 'peak', 'in', 'the', 'United', 'States', 'and', 'is', 'located', 'in', 'Wrangell-St', '.', 'Elias', 'National', 'Park', 'in', 'Alaska', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
88,"['Climbing', 'Mount', 'Blackburn', 'is', 'considered', 'a', 'challenging', 'and', 'rewarding', 'experience', 'for', 'experienced', 'mountaineers', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
89,"['Mount', 'Hayes', 'is', 'a', 'prominent', 'peak', 'located', 'in', 'the', 'eastern', 'Alaska', 'Range', 'in', 'Alaska', ',', 'United', 'States', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
90,"['The', 'majestic', 'Mount', 'Hayes', 'stands', 'at', 'an', 'elevation', 'of', '13', ',', '832', 'feet', ',', 'making', 'it', 'one', 'of', 'the', 'tallest', 'mountains', 'in', 'Alaska', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
91,"['Gunung', 'Rantemario', 'is', 'the', 'tallest', 'mountain', 'on', 'the', 'island', 'of', 'Sulawesi', 'in', 'Indonesia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
92,"['Climbing', 'Gunung', 'Rantemario', 'offers', 'stunning', 'views', 'of', 'the', 'surrounding', 'lush', 'rainforest', 'and', 'unique', 'flora', 'and', 'fauna', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
93,"['Mount', 'Saint', 'Elias', 'is', 'located', 'on', 'the', 'border', 'between', 'Alaska', 'and', 'the', 'Yukon', 'Territory', 'in', 'Canada', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
94,"['Pik', 'Ismail', 'Samani', 'was', 'a', 'prominent', 'Tajikistani', 'politician', 'and', 'served', 'as', 'the', 'President', 'of', 'Tajikistan', 'from', '1991', 'to', '1992', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
95,"['During', 'his', 'presidency', ',', 'Pik', 'Ismail', 'Samani', 'played', 'a', 'crucial', 'role', 'in', 'the', 'establishment', 'of', ""Tajikistan's"", 'independence', 'after', 'the', 'dissolution', 'of', 'the', 'Soviet', 'Union', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
96,"['Dhaulagiri', 'is', 'the', 'seventh', 'highest', 'mountain', 'in', 'the', 'world', ',', 'located', 'in', 'the', 'Himalayas', 'of', 'Nepal', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
97,"['Mount', 'Etna', ',', 'located', 'in', 'Sicily', ',', 'is', 'one', 'of', 'the', 'most', 'active', 'volcanoes', 'in', 'Europe', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
98,"['Cerro', 'Mercedario', 'is', 'the', 'highest', 'peak', 'in', 'the', 'Cordillera', 'de', 'la', 'Ramada', 'mountain', 'range', 'in', 'Argentina', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
99,"['Climbing', 'Cerro', 'Mercedario', 'is', 'a', 'popular', 'endeavor', 'for', 'mountaineers', 'seeking', 'a', 'challenging', 'ascent', 'in', 'the', 'Andes', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
100,"['Gora', 'Belukha', 'is', 'the', 'highest', 'mountain', 'in', 'the', 'Altai', 'Mountains', 'of', 'Russia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
101,"['Many', 'hikers', 'and', 'mountaineers', 'are', 'drawn', 'to', 'Gora', 'Belukha', 'for', 'its', 'challenging', 'terrain', 'and', 'stunning', 'views', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
102,"['Jabal', 'an', 'Nabi', ""Shu'ayb"", 'is', 'a', 'mountain', 'in', 'Jordan', 'that', 'is', 'believed', 'to', 'be', 'the', 'burial', 'place', 'of', 'the', 'Prophet', ""Shu'ayb"", '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
103,"['Monte', 'San', 'Lorenzo', ',', 'also', 'known', 'as', 'Mount', 'San', 'Lorenzo', ',', 'is', 'a', 'prominent', 'peak', 'located', 'in', 'the', 'Andes', 'mountain', 'range', 'on', 'the', 'border', 'between', 'Argentina', 'and', 'Chile', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
104,"['Standing', 'at', 'over', '3', ',', '700', 'meters', 'tall', ',', 'Monte', 'San', 'Lorenzo', 'is', 'a', 'popular', 'destination', 'for', 'mountaineers', 'and', 'climbers', 'seeking', 'a', 'challenging', 'ascent', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
105,"['Volcan', 'Karisimbi', 'is', 'an', 'active', 'stratovolcano', 'located', 'in', 'the', 'Virunga', 'Mountains', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
106,"['Volcan', 'Lautaro', 'is', 'an', 'active', 'volcano', 'located', 'in', 'Chile', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
107,"['Volcan', 'Lautaro', 'is', 'known', 'for', 'its', 'frequent', 'eruptions', 'and', 'stunning', 'natural', 'beauty', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
108,"['Mulhacén', 'is', 'the', 'highest', 'peak', 'in', 'the', 'Iberian', 'Peninsula', ',', 'located', 'in', 'the', 'Sierra', 'Nevada', 'mountain', 'range', 'in', 'Spain', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
109,"['Hiking', 'to', 'the', 'summit', 'of', 'Mulhacén', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'landscape', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
110,"['Gunung', 'Slamet', 'is', 'an', 'active', 'stratovolcano', 'located', 'in', 'Central', 'Java', ',', 'Indonesia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
111,"['Standing', 'at', '3', ',', '428', 'meters', ',', 'Gunung', 'Slamet', 'is', 'the', 'highest', 'peak', 'in', 'Central', 'Java', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
112,"['Sabalan', 'is', 'a', 'dormant', 'stratovolcano', 'located', 'in', 'northwestern', 'Iran', ',', 'standing', 'at', 'an', 'elevation', 'of', '4', ',', '811', 'meters', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
113,"['The', 'name', 'Sabalan', 'means', 'chill', 'in', 'the', 'Persian', 'language', '.']","['O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
114,"['Mount', 'Waddington', 'is', 'the', 'highest', 'peak', 'in', 'the', 'Coast', 'Mountains', 'of', 'British', 'Columbia', ',', 'Canada', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
115,"['Many', 'climbers', 'aspire', 'to', 'summit', 'Mount', 'Waddington', 'due', 'to', 'its', 'challenging', 'and', 'remote', 'location', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
116,"['Mount', 'Marcus', 'Baker', 'is', 'the', 'highest', 'peak', 'in', 'the', 'Chugach', 'Mountains', 'of', 'Alaska', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
117,"['Sauyr', 'Zhotasy', 'is', 'a', 'talented', 'artist', 'known', 'for', 'his', 'innovative', 'use', 'of', 'color', 'and', 'texture', 'in', 'his', 'artwork', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
118,"['Cerro', 'Bolson', 'de', 'los', 'Cerillos', 'is', 'a', 'prominent', 'peak', 'located', 'in', 'the', 'Andes', 'mountain', 'range', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
119,"['At', '16', ',', '023', 'feet', 'tall', ',', 'Cerro', 'Bolson', 'de', 'los', 'Cerillos', 'offers', 'stunning', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'peaks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
120,"['Tomort', 'Feng', 'is', 'a', 'talented', 'designer', 'known', 'for', 'his', 'innovative', 'concepts', 'and', 'attention', 'to', 'detail', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
121,"['Yulong', 'Xueshan', ',', 'also', 'known', 'as', 'Jade', 'Dragon', 'Snow', 'Mountain', ',', 'is', 'a', 'stunning', 'mountain', 'range', 'located', 'in', 'Yunnan', 'Province', ',', 'China', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
122,"['Many', 'visitors', 'are', 'drawn', 'to', 'Yulong', 'Xueshan', 'for', 'its', 'majestic', 'peaks', 'and', 'breathtaking', 'scenery', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
123,"['Mount', 'Meru', 'is', 'a', 'sacred', 'mountain', 'in', 'Hindu', ',', 'Jain', ',', 'and', 'Buddhist', 'cosmology', ',', 'believed', 'to', 'be', 'the', 'center', 'of', 'all', 'physical', ',', 'metaphysical', ',', 'and', 'spiritual', 'universes', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
124,"['According', 'to', 'Hindu', 'mythology', ',', 'Mount', 'Meru', 'is', 'considered', 'the', 'home', 'of', 'the', 'gods', 'and', 'the', 'axis', 'of', 'the', 'universe', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
125,"['Vulkan', 'Shiveluch', ',', 'also', 'known', 'as', 'Shiveluch', 'Volcano', ',', 'is', 'one', 'of', 'the', 'most', 'active', 'volcanoes', 'on', 'the', 'Kamchatka', 'Peninsula', 'in', 'Russia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
126,"['The', 'eruption', 'history', 'of', 'Vulkan', 'Shiveluch', 'dates', 'back', 'to', 'the', 'mid-19th', 'century', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
127,"['Nanda', 'Devi', 'is', 'the', 'second', 'highest', 'mountain', 'in', 'India', ',', 'towering', 'at', 'an', 'altitude', 'of', 'over', '7', ',', '800', 'meters', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
128,"['The', 'Nanda', 'Devi', 'National', 'Park', ',', 'located', 'in', 'the', 'state', 'of', 'Uttarakhand', ',', 'is', 'home', 'to', 'the', 'majestic', 'Nanda', 'Devi', 'peak', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
129,"['Ichinskaya', 'Sopka', 'is', 'a', 'stratovolcano', 'located', 'on', 'the', 'Kamchatka', 'Peninsula', 'in', 'Russia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
130,"['Batura', 'Sar', 'is', 'one', 'of', 'the', 'highest', 'peaks', 'in', 'the', 'Karakoram', 'mountain', 'range', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
131,"['Climbers', 'from', 'around', 'the', 'world', 'are', 'drawn', 'to', 'the', 'challenging', 'ascent', 'of', 'Batura', 'Sar', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
132,"['Gunung', 'Lawu', 'is', 'a', 'dormant', 'volcanic', 'mountain', 'located', 'on', 'the', 'border', 'between', 'East', 'Java', 'and', 'Central', 'Java', 'in', 'Indonesia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
133,"['Many', 'people', 'visit', 'Gunung', 'Lawu', 'to', 'hike', 'and', 'enjoy', 'its', 'stunning', 'views', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
134,"['Mount', 'Siple', ',', 'located', 'in', 'Antarctica', ',', 'is', 'a', 'remote', 'and', 'impressive', 'shield', 'volcano', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
135,"['Pico', 'Duarte', 'is', 'the', 'highest', 'peak', 'in', 'the', 'Dominican', 'Republic', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
136,"['Hiking', 'to', 'the', 'summit', 'of', 'Pico', 'Duarte', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'mountains', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
137,"['Manaslu', 'is', 'the', 'eighth', 'highest', 'mountain', 'in', 'the', 'world', ',', 'located', 'in', 'the', 'Himalayas', 'of', 'Nepal', '.']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
138,"['Many', 'mountaineers', 'are', 'drawn', 'to', 'Manaslu', 'for', 'its', 'challenging', 'ascent', 'and', 'stunning', 'beauty', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
139,"['Mount', 'Whitney', 'is', 'the', 'highest', 'summit', 'in', 'the', 'contiguous', 'United', 'States', ',', 'with', 'an', 'elevation', 'of', '14', ',', '505', 'feet', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
140,"['Many', 'outdoor', 'enthusiasts', 'challenge', 'themselves', 'to', 'hike', 'or', 'climb', 'Mount', 'Whitney', 'for', 'its', 'stunning', 'views', 'and', 'sense', 'of', 'accomplishment', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
141,"['Piton', 'des', 'Neiges', 'is', 'the', 'highest', 'peak', 'on', 'the', 'island', 'of', 'Réunion', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
142,"['The', 'name', 'Piton', 'des', 'Neiges', 'translates', 'to', 'Peak', 'of', 'Snows', 'in', 'English', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
143,"['Gunung', 'Raung', 'is', 'an', 'active', 'volcano', 'located', 'on', 'the', 'island', 'of', 'Java', 'in', 'Indonesia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
144,"['The', 'majestic', 'Gunung', 'Raung', 'is', 'a', 'popular', 'destination', 'for', 'hikers', 'and', 'nature', 'enthusiasts', '.']","['O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
145,"['Xuelian', 'Feng', 'is', 'a', 'highly', 'respected', 'researcher', 'in', 'the', 'field', 'of', 'environmental', 'science', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
146,"['Mount', 'Lucania', 'is', 'the', 'third-highest', 'peak', 'in', 'Canada', 'and', 'is', 'located', 'in', 'the', 'Saint', 'Elias', 'Mountains', 'of', 'the', 'Yukon', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
147,"['Standing', 'at', 'an', 'impressive', '5', ',', '226', 'meters', 'tall', ',', 'Mount', 'Lucania', 'offers', 'a', 'challenging', 'climb', 'for', 'experienced', 'mountaineers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
148,"['Gangkar', 'Punsum', 'is', 'the', 'highest', 'peak', 'in', 'Bhutan', ',', 'standing', 'at', 'an', 'impressive', '7', ',', '570', 'meters', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
149,"['Climbing', 'Gangkar', 'Punsum', 'is', 'considered', 'a', 'challenging', 'feat', 'for', 'even', 'experienced', 'mountaineers', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
150,"['Gunung', 'Agung', 'is', 'the', 'highest', 'volcano', 'in', 'Bali', ',', 'Indonesia', ',', 'standing', 'tall', 'at', 'over', '9', ',', '900', 'feet', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
151,"['Many', 'locals', 'and', 'tourists', 'visit', 'Gunung', 'Agung', 'for', 'its', 'stunning', 'views', 'and', 'spiritual', 'significance', '.']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
152,"['Gunung', 'Binaiya', 'is', 'the', 'highest', 'mountain', 'in', 'the', 'Maluku', 'Islands', 'of', 'Indonesia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
153,"['Climbing', 'Gunung', 'Binaiya', 'offers', 'a', 'challenging', 'and', 'rewarding', 'experience', 'for', 'adventure', 'enthusiasts', '.']","['O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
154,"['Pico', 'Basilé', 'is', 'the', 'highest', 'peak', 'in', 'Equatorial', 'Guinea', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
155,"['Many', 'hikers', 'and', 'adventurers', 'seek', 'to', 'conquer', 'Pico', 'Basilé', 'for', 'its', 'stunning', 'views', 'and', 'challenging', 'terrain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
156,"['Koryakskaya', 'Sopka', 'is', 'an', 'impressive', 'stratovolcano', 'located', 'on', 'the', 'Kamchatka', 'Peninsula', 'in', 'Russia', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
